cardLevelUpDesc_28,Deal <color=#8adf6a>4</color> physical damage. Gain <color=#8adf6a>4</color> mana.,<color=#8adf6a>4</color>点のダメージを与え、<color=#8adf6a>4</color>MPを獲得する
cardName_29,Painful Strike,苦痛の一撃
cardDesc_29,Deal 6 physical damage.\nGain 6 mana.,6点のダメージを与え、6MPを獲得する
cardLevelUpDesc_29,Deal <color=#8adf6a>6</color> physical damage. Gain <color=#8adf6a>6</color> mana.,<color=#8adf6a>6</color>点のダメージを与え、<color=#8adf6a>6</color>MPを獲得する
cardName_30,Infection,感染
cardDesc_30,Enemy suffers <color=#e6c14f>Poisoned</color> ×2.,敵に2点の<color=#e6c14f>毒</color>を与える
cardName_31,Infection,感染
cardDesc_31,Enemy suffers <color=#e6c14f>Poisoned</color> ×3.,敵に3点の<color=#e6c14f>毒</color>を与える
cardLevelUpDesc_31,Enemy suffers <color=#e6c14f>Poisoned</color> ×<color=#8adf6a>3</color>.,敵に<color=#8adf6a>3</color>点の<color=#e6c14f>毒</color>を与える
cardName_32,Infection,感染
cardDesc_32,Enemy suffers <color=#e6c14f>Poisoned</color> ×4.,敵に4点の<color=#e6c14f>毒</color>を与える
cardLevelUpDesc_32,Enemy suffers <color=#e6c14f>Poisoned</color> ×<color=#8adf6a>4</color>.,敵に<color=#8adf6a>4</color>点の<color=#e6c14f>毒</color>を与える
cardName_33,Swift Strike,電光石火
cardDesc_33,Deal 3 physical damage.\nDraw 1 card.,3点のダメージを与え、カードを1枚引く
cardName_34,Swift Strike,電光石火
cardDesc_34,Deal 5 physical damage.\nDraw 1 card.,5点のダメージを与え、カードを1枚引く
cardLevelUpDesc_34,Deal <color=#8adf6a>5</color> physical damage. Draw 1 card.,<color=#8adf6a>5</color>点のダメージを与え、カードを1枚引く
cardName_35,Double Strike,二段攻撃
cardDesc_35,Deal 2 physical damage.\nDraw 2 cards.,2点のダメージを与え、カードを2枚引く
cardName_36,Skull Splitter,頭蓋砕き
cardDesc_36,<color=#e6c14f>Exile</color> the leftmost card from your hand. Deal 5 physical damage.,一番左の手札を<color=#e6c14f>除外</color>\nし、5点のダメージを与える
cardName_37,Charged Strike,溜め攻撃
cardDesc_37,<color=#e6c14f>Exiled</color>. Deal 2 physical damage + 2 damage for each action the enemy has. The enemy loses all Actions.,<color=#e6c14f>除外</color>\n2点のダメージを与える。敵は全てのアクションを失い、失ったアクション1点につき与えるダメージ+2
cardName_38,Backstab,背後の一突き
cardDesc_38,Deal 2 physical damage + 1 for each action card played this turn.,2点のダメージを与える。このターンにプレイした行動カード1枚につき与えるダメージ+１
cardDescEx_38,Deal {0} physical damage +1 for each action card played this turn.,{0}点のダメージを与える。このターンにプレイした行動カード1枚につき与えるダメージ+１
cardName_39,Bite of Fear,噛まれる恐怖
cardDesc_39,<color=#e6c14f>Exiled</color>. Deal 2 physical damage. The enemy suffers <color=#e6c14f>Weakness</color> for 1 turn.,<color=#e6c14f>除外</color>\n2点のダメージを与える。敵を1ターンの間<color=#e6c14f>弱化</color>させる
cardName_40,Chomp,噛みつき
cardDesc_40,Deal 2 physical damage + 2 for each Claw Swipe you’ve played this turn.,2点のダメージを与える。このターンにプレイした鋭い爪1枚につきダメージ+2
cardName_41,Spiny Shield,棘の障壁
cardDesc_41,Deal 3 physical damage. Take 1 less damage until next turn.,3点のダメージを与える。次のターンまで、あなたが受けるダメージを1軽減する
cardName_42,Shield Crusher,盾割り
cardDesc_42,Deal 2 physical damage. The enemy loses 50% Armor.,2点のダメージを与え、敵は防御を半分失う
cardName_43,Burn,火傷
cardDesc_43,Enemy suffers <color=#e6c14f>Burned</color> ×2.,敵に2点の<color=#e6c14f>やけど</color>を与える
cardName_44,Chaos Strike,滅多打ち
cardDesc_44,Deal 3 piercing damage.,3点の貫通ダメージを与える
cardName_45,Chaos Strike,滅多打ち
cardDesc_45,Deal 5 piercing damage.,5点の貫通ダメージを与える
cardName_46,Claw Swipe,鋭い爪
cardDesc_46,Deal 2 physical damage.,2点のダメージを与える,Berikan 2 damage fisik
cardName_47,Claw Swipe,鋭い爪
cardDesc_47,Deal 4 physical damage.,4点のダメージを与える,Berikan 4 damage fisik
cardLevelUpDesc_47,Deal <color=#8adf6a>4</color> physical damage.,<color=#8adf6a>4</color>点のダメージを与える
cardName_48,Claw Swipe,鋭い爪
cardDesc_48,Deal 6 physical damage.,6点のダメージを与える,Berikan 6 damage fisik
cardLevelUpDesc_48,Deal <color=#8adf6a>6</color> physical damage.,<color=#8adf6a>6</color>点のダメージを与える
cardName_49,Burn,やけど
cardDesc_49,Enemy suffers <color=#e6c14f>Burned</color> ×3.,敵に3点の<color=#e6c14f>やけど</color>を与える
cardName_50,Fearful Bite,ひと噛み
cardDesc_50,<color=#e6c14f>Exiled</color>. Deal 4 physical damage. The enemy suffers <color=#e6c14f>Weakness</color> for 1 turn.,<color=#e6c14f>除外</color>\n4点のダメージを与える。敵を1ターンの間<color=#e6c14f>弱化</color>させる
cardLevelUpDesc_50,<color=#e6c14f>Exiled</color>. Deal <color=#8adf6a>4</color> physical damage. The enemy suffers <color=#e6c14f>Weakness</color> for 1 turn.,<color=#e6c14f>除外</color>\n<color=#8adf6a>4</color>点のダメージを与える。敵を1ターンの間<color=#e6c14f>弱化</color>させる
cardName_51,Shapeshifter,千変万化
cardDesc_51,Draw 2 cards.,カードを2枚引く
cardName_52,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_52,Deal 1 physical damage.,1点のダメージを与える,Berikan 1 damage fisik
cardName_53,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_53,Deal 3 physical damage.,3点のダメージを与える,Berikan 3 damage fisik
cardLevelUpDesc_53,Deal <color=#8adf6a>3</color> physical damage.,<color=#8adf6a>3</color>点のダメージを与える
cardName_54,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_54,Deal 5 physical damage.,5点のダメージを与える,Berikan 5 damage fisik
cardLevelUpDesc_54,Deal <color=#8adf6a>5</color> physical damage.,<color=#8adf6a>5</color>点のダメージを与える
cardName_56,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_56,Deal 1 physical damage.,1点のダメージを与える,Berikan 1 damage fisik
cardName_57,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_57,Deal 3 physical damage.,3点のダメージを与える,Berikan 3 damage fisik
cardLevelUpDesc_57,Deal <color=#8adf6a>3</color> physical damage.,<color=#8adf6a>3</color>点のダメージを与える
cardName_58,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_58,Deal 5 physical damage.,5点のダメージを与える,Berikan 5 damage fisik
cardLevelUpDesc_58,Deal <color=#8adf6a>5</color> physical damage.,<color=#8adf6a>5</color>点のダメージを与える
cardName_60,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_60,Deal 1 physical damage.,1点のダメージを与える,Berikan 1 damage fisik
cardName_61,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_61,Deal 3 physical damage.,3点のダメージを与える,Berikan 3 damage fisik
cardLevelUpDesc_61,Deal <color=#8adf6a>3</color> physical damage.,<color=#8adf6a>3</color>点のダメージを与える
cardName_62,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_62,Deal 5 physical damage.,5点のダメージを与える,Berikan 5 damage fisik
cardLevelUpDesc_62,Deal <color=#8adf6a>5</color> physical damage.,<color=#8adf6a>5</color>点のダメージを与える
cardName_64,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_64,Deal 1 physical damage.,1点のダメージを与える,Berikan 1 damage fisik
cardName_65,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_65,Deal 3 physical damage.,3点のダメージを与える,Berikan 3 damage fisik
cardLevelUpDesc_65,Deal <color=#8adf6a>3</color> physical damage.,<color=#8adf6a>3</color>点のダメージを与える
cardName_66,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_66,Deal 5 physical damage.,5点のダメージを与える,Berikan 5 damage fisik
cardLevelUpDesc_66,Deal <color=#8adf6a>5</color> physical damage.,<color=#8adf6a>5</color>点のダメージを与える
cardName_70,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_70,Deal 1 physical damage.,1点のダメージを与える,Berikan 1 damage fisik
cardName_71,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_71,Deal 3 physical damage.,3点のダメージを与える,Berikan 3 damage fisik
cardLevelUpDesc_71,Deal <color=#8adf6a>3</color> physical damage.,<color=#8adf6a>3</color>点のダメージを与える
cardName_72,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_72,Deal 5 physical damage.,5点のダメージを与える,Berikan 5 damage fisik
cardLevelUpDesc_72,Deal <color=#8adf6a>5</color> physical damage.,<color=#8adf6a>5</color>点のダメージを与える
cardName_73,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_73,Deal 1 physical damage.,1点のダメージを与える,Berikan 1 damage fisik
cardName_74,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_74,Deal 3 physical damage.,3点のダメージを与える,Berikan 3 damage fisik
cardLevelUpDesc_74,Deal <color=#8adf6a>3</color> physical damage.,<color=#8adf6a>3</color>点のダメージを与える
cardName_75,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_75,Deal 5 physical damage.,5点のダメージを与える,Berikan 5 damage fisik
cardLevelUpDesc_75,Deal <color=#8adf6a>5</color> physical damage.,<color=#8adf6a>5</color>点のダメージを与える
cardName_76,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_76,Deal 1 physical damage.,1点のダメージを与える,Berikan 1 damage fisik
cardName_77,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_77,Deal 3 physical damage.,3点のダメージを与える,Berikan 3 damage fisik
cardLevelUpDesc_77,Deal <color=#8adf6a>3</color> physical damage.,<color=#8adf6a>3</color>点のダメージを与える
cardName_78,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_78,Deal 5 physical damage.,5点のダメージを与える,Berikan 5 damage fisik
cardLevelUpDesc_78,Deal <color=#8adf6a>5</color> physical damage.,<color=#8adf6a>5</color>点のダメージを与える
cardName_79,Burning Strike,炎の一撃,Serangan Membara
cardDesc_79,Deal 6 fire damage.,6点の火属性のダメージを与える,Berikan 6 damage api
cardName_81,Life Prayer,生命の祈り
cardDesc_81,Restore 3/6/9/12/15 health depending on how many turns the prayer lasts.,祈りのターン数によって、3/6/9/12/15点のHPを回復する
cardDescEx_81,Restore {1} health after {0} turns.,{0}ターン後、{1}HPを回復する
cardName_82,Speed Prayer,速度の祈り
cardDesc_82,Draw 1/2/3/4/5 cards depending on how many turns the prayer lasts.,祈りのターン数によって、カードを1/2/3/4/5枚引く
cardDescEx_82,Draw {1} cards after {0} turns.,{0}ターン後、カードを{1}枚引く
cardName_83,Attack Prayer,攻撃の祈り
cardDesc_83,Deal 4/7/10/13/16 physical damage depending on how many turns the prayer lasts.,祈りのターン数によって、4/7/10/13/16点のダメージを与える
cardDescEx_83,Deal {1} damage after {0} turns.,{0}ターン後、{1}点のダメージを与える
cardName_84,Rage Prayer,憤怒の祈り
cardDesc_84,Deal 5/10/15/20/25 fire damage depending on how many turns the prayer lasts.,祈りのターン数によって、5/10/15/20/25点の火属性のダメージを与える
cardDescEx_84,Deal {1} fire damage after {0} turns.,{0}ターン後、{1}点の火属性のダメージを与える
cardName_85,Misfortune,厄災
cardDesc_85,Deal 30 physical damage after 5 turns.,5ターン後、30点のダメージを与える
cardDescEx_85,Deal {1} physical damage after {0} turns.,{0}ターン後、{1}点のダメージを与える
cardName_86,Misfortune,厄災
cardDesc_86,Deal 40 physical damage after 5 turns.,5ターン後、40点のダメージを与える
cardDescEx_86,Deal {1} physical damage after {0} turns.,{0}ターン後、{1}点のダメージを与える
cardName_87,Lightning Strike,落雷
cardDesc_87,Deal 2 lightning damage. Get 2 <color=#e6c14f>temporary</color> <color=#e6c14f> jarring</color> in your hand.,2点の雷属性のダメージを与える。<color=#e6c14f>ショック</color><color=#e6c14f>*</color>を2枚獲得する
cardLevelUpDesc_87,Deal 2 lightning damage. Get <color=#8adf6a>2</color> <color=#e6c14f>temporary</color> <color=#e6c14f> jarring</color>. in your hand.,2点の雷属性のダメージを与える。<color=#e6c14f>ショック</color><color=#e6c14f>*</color>を<color=#8adf6a>2</color>枚獲得する
cardName_88,Shield Crusher,盾割り
cardDesc_88,"Deal 4 physical damage, The enemy loses 50% Armor.",4点のダメージを与え、敵は防御を半分失う
cardLevelUpDesc_88,Deal <color=#8adf6a>4</color> physical damage. The enemy loses 50% Armor.,<color=#8adf6a>4</color>点のダメージを与え、敵は防御を半分失う
cardName_89,Crush,粉砕,Remukkan
cardDesc_89,Deal 15 physical damage.,15点のダメージを与える,Berikan 15 damage fisik
cardLevelUpDesc_89,Deal <color=#8adf6a>15</color> physical damage.,<color=#8adf6a>15</color>点のダメージを与える
cardName_90,Charged Strike,溜め攻撃
cardDesc_90,<color=#e6c14f>Exiled</color>. Deal 3 physical damage + 3 for each action the enemy has. The enemy loses all Actions.,<color=#e6c14f>除外</color>\n3点のダメージを与える。敵は全てのアクションを失い、失ったアクションを1点につき与えるダメージ+3
cardLevelUpDesc_90,<color=#e6c14f>Exiled</color>. Deal <color=#8adf6a>3</color> physical damage + <color=#8adf6a>3</color> damage for each action the enemy has. The enemy loses all actions.,<color=#e6c14f>除外</color>\n<color=#8adf6a>3</color>点のダメージを与える。敵は全てのアクションを失い、失ったアクション1点につき与えるダメージ+<color=#8adf6a>3</color>
cardName_91,Spiny Shield,棘の障壁
cardDesc_91,Deal 5 physical damage. Take one less damage until the start of your next turn.,5点のダメージを与える。次のターンまで、あなたが受けるダメージを1軽減する
cardLevelUpDesc_91,Deal <color=#8adf6a>5</color>physical damage. Take one less damage until the start of your next turn.,<color=#8adf6a>5</color>点のダメージを与える。次のターンまで、あなたが受けるダメージを1軽減する
cardName_92,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_92,Deal 1 physical damage.,1点のダメージを与える,Berikan 1 damage fisik
cardName_93,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_93,Deal 3 physical damage.,3点のダメージを与える,Berikan 3 damage fisik
cardLevelUpDesc_93,Deal <color=#8adf6a>3</color> physical damage.,<color=#8adf6a>3</color>点のダメージを与える
cardName_94,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_94,Deal 5 physical damage.,5点のダメージを与える,Berikan 5 damage fisik
cardLevelUpDesc_94,Deal <color=#8adf6a>5</color> physical damage.,<color=#8adf6a>5</color>点のダメージを与える
cardName_95,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_95,Deal 1 physical damage.,1点のダメージを与える,Berikan 1 damage fisik
cardName_96,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_96,Deal 3 physical damage.,3点のダメージを与える,Berikan 3 damage fisik
cardLevelUpDesc_96,Deal <color=#8adf6a>3</color> physical damage.,<color=#8adf6a>3</color>点のダメージを与える
cardName_97,Basic Attack,通常攻撃,Serangan Dasar
cardDesc_97,Deal 5 physical damage.,5点のダメージを与える,Berikan 5 damage fisik
cardLevelUpDesc_97,Deal <color=#8adf6a>5</color> physical damage.,<color=#8adf6a>5</color>点のダメージを与える
cardName_100,Spell Blocker,対抗呪文
cardDesc_100,Triggers when the enemy plays a spell card: Counter it.,敵が魔法カードをプレイした場合、そのカードを打ち消す
cardDescEx_100,Deal {1} physical damage after {0} turns.,{0}ターン後、{1}点のダメージを与える
cardName_101,Turn Back,卑怯
cardDesc_101,Triggers when the enemy plays a damaging card: Counter it; draw 1 card.,敵がダメージを与えるカードをプレイした場合、そのカードを打ち消す。カードを1枚引く
cardName_102,Directionless,誤った指図
cardDesc_102,Triggers when enemy plays an action card: \n Counter it; gain its effect.,敵が行動カードをプレイした場合、そのカードを打ち消し、そのカードをプレイする
cardName_103,Fatigue,疲労困憊
cardDesc_103,Triggers when the enemy has 4 cards left in their hand: The enemy discards their hand.,敵が4枚目のカードをプレイした場合、敵の手札を全て捨てる
cardName_104,Miasma,瘴気
cardDesc_104,<color=#e6c14f>Exiled</color>. Triggers when the enemy plays their 4th card: Counter it; the enemy discards their hand.,<color=#e6c14f>除外</color>\n敵が4枚目のカードをプレイした場合、敵の手札を全て捨てる
cardName_106,Counterattack,反撃
cardDesc_106,Triggers when the enemy plays an attack card: Counter it; deal 2 physical damage. Draw 1 card.,敵が攻撃カードを\nプレイした場合、\nそのカードを打ち消す。\nカードを1枚引き、\n2点のダメージを与える
cardName_107,Wail,泣き叫ぶ
cardDesc_107,Triggers when the enemy plays a mana card: Counter it; draw 1 card.,敵が魔力カードをプレイした場合、そのカードを打ち消す。カードを1枚引く
cardName_108,Swallow,飲み込む
cardDesc_108,Triggers when the enemy plays a card: Counter it; the card is exiled. You restore 3 health.,敵がカードをプレイした場合、そのカードを打ち消し、除外する。3点のHPを回復する
cardName_109,Resonance,共鳴
cardDesc_109,Triggers when the enemy plays an attack/action/spell card: Counter it; gain its effect.,敵が攻撃/行動/魔法カードをプレイした場合、そのカードを打ち消し、そのカードをプレイする
cardName_200,Mana,魔力
cardDesc_200,Gain 2 mana.,2点のMPを獲得する
cardName_201,Mana,魔力
cardDesc_201,Gain 4 mana.,4点のMPを獲得する
cardLevelUpDesc_201,Gain <color=#8adf6a>4</color> mana.,<color=#8adf6a>4</color>点のMPを獲得する
cardName_202,Mana,魔力
cardDesc_202,Gain 6 mana.,6点のMPを獲得する
cardLevelUpDesc_202,Gain <color=#8adf6a>6</color> mana.,<color=#8adf6a>6</color>点のMPを獲得する
cardName_203,Ancestral Wisdom,先祖の知恵
cardDesc_203,Gain 8 mana.,8点のMPを獲得する
cardName_204,Mana Spring,魔力の源泉
cardDesc_204,Mana costs decrease by 4 until the end of this turn.,このターン、MPのコストを4減らす
cardName_205,Healing Ointment,回復軟膏
cardDesc_205,Gain 3 mana and restore 3 health.,3点のMPを獲得するし、3点のHPを回復する
cardName_206,Cleansing,遥か見
cardDesc_206,Mana costs decrease by 3 for this turn.,このターン、MPのコストを3減らす
cardName_207,Piety,祈祷
cardDesc_207,Gain 3 mana. Prayer countdowns speed up by 1 turn.,3点のMPを獲得する。進行中の祈りカードのカウントを1ターン進める
cardName_208,Mana Tide,魔力の波
cardDesc_208,Gain 10 mana.,10点のMPを獲得する
